EntrezA	EntrezB	num_dbs	dbs
4522	2631	1	dip
4522	5332	1	dip
4522	5052	1	dip
4522	6421	1	dip
4522	10592	1	dip
4522	6428	1	dip
4522	22803	1	dip
2631	5332	1	dip
2631	5052	1	dip
2631	6421	1	dip
2631	10592	1	dip
2631	6428	1	dip
2631	22803	1	dip
5332	5052	1	dip
5332	6421	1	dip
5332	10592	1	dip
5332	6428	1	dip
5332	22803	1	dip
5052	6421	1	dip
5052	10592	1	dip
5052	6428	1	dip
5052	140809	1	dip
5052	22803	1	dip
6421	10592	1	dip
6421	6428	1	dip
6421	22803	1	dip
10592	3015	1	dip
10592	23310	1	dip
10592	54892	1	dip
10592	29781	1	dip
10592	23397	1	dip
10592	10051	1	dip
10592	6428	1	dip
10592	22803	1	dip
6428	22803	1	dip
22803	91368	1	dip
22803	9188	1	dip
22803	5430	1	dip
22803	10419	1	dip
22803	23064	1	dip
22803	6606	1	dip
22803	6607	1	dip
64240	64241	1	dip
9131	55347	1	dip
9131	23568	1	dip
9131	403	1	dip
9131	25943	1	dip
9131	112942	1	dip
9131	3801	1	dip
9131	4001	1	dip
9131	5147	1	dip
9131	9349	1	dip
9131	6233	1	dip
9131	9342	1	dip
9131	7037	1	dip
9131	7311	1	dip
9131	7314	1	dip
9131	7316	1	dip
9131	84747	1	dip
9131	9094	1	dip
9131	55610	1	dip
9131	738	1	dip
9131	6293	1	dip
9131	55275	1	dip
9131	51542	1	dip
9131	7529	1	dip
9131	7532	1	dip
9131	7533	1	dip
9131	10971	1	dip
9131	7534	1	dip
55347	23568	1	dip
55347	403	1	dip
55347	25943	1	dip
55347	112942	1	dip
55347	5147	1	dip
55347	9349	1	dip
55347	6233	1	dip
55347	7311	1	dip
55347	7314	1	dip
55347	7316	1	dip
55347	84747	1	dip
55347	9094	1	dip
55347	7529	1	dip
55347	7532	1	dip
55347	7533	1	dip
55347	10971	1	dip
55347	7534	1	dip
23568	402	1	dip
23568	403	1	dip
23568	25943	1	dip
23568	112942	1	dip
23568	5147	1	dip
23568	9349	1	dip
23568	6233	1	dip
23568	7311	1	dip
23568	7314	1	dip
23568	7316	1	dip
23568	84747	1	dip
23568	9094	1	dip
23568	7529	1	dip
23568	7532	1	dip
23568	7533	1	dip
23568	10971	1	dip
23568	7534	1	dip
403	25943	1	dip
403	112942	1	dip
403	5147	1	dip
403	9349	1	dip
403	6233	1	dip
403	7311	1	dip
403	7314	1	dip
403	7316	1	dip
403	84747	1	dip
403	9094	1	dip
403	7529	1	dip
403	7532	1	dip
403	7533	1	dip
403	10971	1	dip
403	7534	1	dip
25943	112942	1	dip
25943	5147	1	dip
25943	9349	1	dip
25943	6233	1	dip
25943	7311	1	dip
25943	7314	1	dip
25943	7316	1	dip
25943	84747	1	dip
25943	9094	1	dip
25943	7529	1	dip
25943	7532	1	dip
25943	7533	1	dip
25943	10971	1	dip
25943	7534	1	dip
112942	5147	1	dip
112942	9349	1	dip
112942	6233	1	dip
112942	7311	1	dip
112942	7314	1	dip
112942	7316	1	dip
112942	84747	1	dip
112942	9094	1	dip
112942	7529	1	dip
112942	7532	1	dip
112942	7533	1	dip
112942	10971	1	dip
112942	7534	1	dip
5147	3845	1	dip
5147	6009	1	dip
5147	9349	1	dip
5147	6233	1	dip
5147	7311	1	dip
5147	7314	1	dip
5147	7316	1	dip
5147	84747	1	dip
5147	9094	1	dip
5147	7529	1	dip
5147	7532	1	dip
5147	7533	1	dip
5147	10971	1	dip
5147	7534	1	dip
9349	6233	1	dip
9349	7311	1	dip
9349	7314	1	dip
9349	7316	1	dip
9349	84747	1	dip
9349	9094	1	dip
9349	7529	1	dip
9349	7532	1	dip
9349	7533	1	dip
9349	10971	1	dip
9349	7534	1	dip
6233	65057	1	dip
6233	11047	1	dip
6233	7965	1	dip
6233	207	1	dip
6233	267	1	dip
6233	118429	1	dip
6233	60489	1	dip
6233	25820	1	dip
6233	8312	1	dip
6233	8313	1	dip
6233	581	1	dip
6233	8915	1	dip
6233	604	1	dip
6233	638	1	dip
6233	329	1	dip
6233	330	1	dip
6233	79444	1	dip
6233	672	1	dip
6233	8945	1	dip
6233	84433	1	dip
6233	868	1	dip
6233	867	1	dip
6233	595	1	dip
6233	915	1	dip
6233	996	1	dip
6233	997	1	dip
6233	8851	1	dip
6233	1026	1	dip
6233	1027	1	dip
6233	1029	1	dip
6233	1080	1	dip
6233	11200	1	dip
6233	51138	1	dip
6233	51185	1	dip
6233	1387	1	dip
6233	1452	1	dip
6233	1499	1	dip
6233	8454	1	dip
6233	8453	1	dip
6233	1642	1	dip
6233	23586	1	dip
6233	27000	1	dip
6233	1786	1	dip
6233	1956	1	dip
6233	2033	1	dip
6233	2059	1	dip
6233	2064	1	dip
6233	2066	1	dip
6233	2081	1	dip
6233	2099	1	dip
6233	2115	1	dip
6233	199990	1	dip
6233	55215	1	dip
6233	54461	1	dip
6233	2744	1	dip
6233	4935	1	dip
6233	2873	1	dip
6233	339942	1	dip
6233	3014	1	dip
6233	9709	1	dip
6233	3077	1	dip
6233	8349	1	dip
6233	92815	1	dip
6233	3191	1	dip
6233	3309	1	dip
6233	3398	1	dip
6233	64135	1	dip
6233	8517	1	dip
6233	10320	1	dip
6233	10989	1	dip
6233	3643	1	dip
6233	51447	1	dip
6233	3659	1	dip
6233	83737	1	dip
6233	3705	1	dip
6233	221037	1	dip
6233	3725	1	dip
6233	3741	1	dip
6233	10661	1	dip
6233	26013	1	dip
6233	27040	1	dip
6233	26524	1	dip
6233	4040	1	dip
6233	120892	1	dip
6233	8491	1	dip
6233	4137	1	dip
6233	4140	1	dip
6233	57506	1	dip
6233	4170	1	dip
6233	9656	1	dip
6233	4193	1	dip
6233	4212	1	dip
6233	9927	1	dip
6233	100507436	1	dip
6233	64112	1	dip
6233	10933	1	dip
6233	9112	1	dip
6233	4084	1	dip
6233	4609	1	dip
6233	4734	1	dip
6233	4780	1	dip
6233	4778	1	dip
6233	4792	1	dip
6233	85409	1	dip
6233	23057	1	dip
6233	4842	1	dip
6233	4843	1	dip
6233	4851	1	dip
6233	9572	1	dip
6233	55611	1	dip
6233	55593	1	dip
6233	79728	1	dip
6233	5111	1	dip
6233	27250	1	dip
6233	5159	1	dip
6233	5830	1	dip
6233	5209	1	dip
6233	5216	1	dip
6233	65018	1	dip
6233	5071	1	dip
6233	5685	1	dip
6233	5687	1	dip
6233	5701	1	dip
6233	5708	1	dip
6233	5710	1	dip
6233	5713	1	dip
6233	5728	1	dip
6233	83452	1	dip
6233	5886	1	dip
6233	10616	1	dip
6233	25898	1	dip
6233	5978	1	dip
6233	55159	1	dip
6233	5997	1	dip
6233	55288	1	dip
6233	8737	1	dip
6233	494470	1	dip
6233	165918	1	dip
6233	6045	1	dip
6233	55072	1	dip
6233	6048	1	dip
6233	9025	1	dip
6233	50484	1	dip
6233	81858	1	dip
6233	6497	1	dip
6233	4891	1	dip
6233	4091	1	dip
6233	4092	1	dip
6233	64750	1	dip
6233	6615	1	dip
6233	6667	1	dip
6233	8878	1	dip
6233	6720	1	dip
6233	10617	1	dip
6233	10963	1	dip
6233	10273	1	dip
6233	6613	1	dip
6233	6612	1	dip
6233	84447	1	dip
6233	23118	1	dip
6233	257397	1	dip
6233	23435	1	dip
6233	9894	1	dip
6233	92610	1	dip
6233	340061	1	dip
6233	7128	1	dip
6233	7124	1	dip
6233	10043	1	dip
6233	9804	1	dip
6233	7153	1	dip
6233	7157	1	dip
6233	8626	1	dip
6233	7161	1	dip
6233	7186	1	dip
6233	7187	1	dip
6233	7189	1	dip
6233	9675	1	dip
6233	7317	1	dip
6233	55236	1	dip
6233	7319	1	dip
6233	7320	1	dip
6233	11065	1	dip
6233	7321	1	dip
6233	7322	1	dip
6233	7323	1	dip
6233	3093	1	dip
6233	7332	1	dip
6233	9246	1	dip
6233	7334	1	dip
6233	7335	1	dip
6233	7337	1	dip
6233	29979	1	dip
6233	29978	1	dip
6233	26043	1	dip
6233	7345	1	dip
6233	51720	1	dip
6233	8408	1	dip
6233	84747	1	dip
6233	9094	1	dip
6233	9958	1	dip
6233	11274	1	dip
6233	27005	1	dip
6233	84749	1	dip
6233	8078	1	dip
6233	7874	1	dip
6233	9101	1	dip
6233	8239	1	dip
6233	7415	1	dip
6233	51028	1	dip
6233	331	1	dip
6233	7507	1	dip
6233	7520	1	dip
6233	7529	1	dip
6233	7532	1	dip
6233	7533	1	dip
6233	10971	1	dip
6233	7534	1	dip
7311	65057	1	dip
7311	11047	1	dip
7311	7965	1	dip
7311	207	1	dip
7311	267	1	dip
7311	118429	1	dip
7311	60489	1	dip
7311	25820	1	dip
7311	8312	1	dip
7311	8313	1	dip
7311	581	1	dip
7311	8915	1	dip
7311	604	1	dip
7311	638	1	dip
7311	329	1	dip
7311	330	1	dip
7311	79444	1	dip
7311	672	1	dip
7311	8945	1	dip
7311	84433	1	dip
7311	868	1	dip
7311	867	1	dip
7311	595	1	dip
7311	915	1	dip
7311	996	1	dip
7311	997	1	dip
7311	8851	1	dip
7311	1026	1	dip
7311	1027	1	dip
7311	1029	1	dip
7311	1080	1	dip
7311	11200	1	dip
7311	51138	1	dip
7311	51185	1	dip
7311	1387	1	dip
7311	1452	1	dip
7311	1499	1	dip
7311	8454	1	dip
7311	8453	1	dip
7311	1642	1	dip
7311	23586	1	dip
7311	27000	1	dip
7311	1786	1	dip
7311	1956	1	dip
7311	2033	1	dip
7311	2059	1	dip
7311	2064	1	dip
7311	2066	1	dip
7311	2081	1	dip
7311	2099	1	dip
7311	2115	1	dip
7311	199990	1	dip
7311	55215	1	dip
7311	54461	1	dip
7311	2744	1	dip
7311	4935	1	dip
7311	2873	1	dip
7311	339942	1	dip
7311	3014	1	dip
7311	9709	1	dip
7311	3077	1	dip
7311	8349	1	dip
7311	92815	1	dip
7311	3191	1	dip
7311	3309	1	dip
7311	3398	1	dip
7311	64135	1	dip
7311	8517	1	dip
7311	10320	1	dip
7311	10989	1	dip
7311	3643	1	dip
7311	51447	1	dip
7311	3659	1	dip
7311	83737	1	dip
7311	3705	1	dip
7311	221037	1	dip
7311	3725	1	dip
7311	3741	1	dip
7311	10661	1	dip
7311	26013	1	dip
7311	26524	1	dip
7311	27040	1	dip
7311	4040	1	dip
7311	120892	1	dip
7311	8491	1	dip
7311	4137	1	dip
7311	4140	1	dip
7311	57506	1	dip
7311	4170	1	dip
7311	9656	1	dip
7311	4193	1	dip
7311	4212	1	dip
7311	9927	1	dip
7311	100507436	1	dip
7311	64112	1	dip
7311	10933	1	dip
7311	9112	1	dip
7311	4084	1	dip
7311	4609	1	dip
7311	4734	1	dip
7311	4780	1	dip
7311	4778	1	dip
7311	4792	1	dip
7311	85409	1	dip
7311	23057	1	dip
7311	4842	1	dip
7311	4843	1	dip
7311	4851	1	dip
7311	9572	1	dip
7311	55611	1	dip
7311	55593	1	dip
7311	79728	1	dip
7311	5111	1	dip
7311	27250	1	dip
7311	5159	1	dip
7311	5830	1	dip
7311	5209	1	dip
7311	5216	1	dip
7311	65018	1	dip
7311	5071	1	dip
7311	5685	1	dip
7311	5687	1	dip
7311	5701	1	dip
7311	5708	1	dip
7311	5710	1	dip
7311	5713	1	dip
7311	5728	1	dip
7311	83452	1	dip
7311	5886	1	dip
7311	10616	1	dip
7311	25898	1	dip
7311	5978	1	dip
7311	55159	1	dip
7311	5997	1	dip
7311	55288	1	dip
7311	8737	1	dip
7311	494470	1	dip
7311	165918	1	dip
7311	6045	1	dip
7311	55072	1	dip
7311	6048	1	dip
7311	9025	1	dip
7311	50484	1	dip
7311	81858	1	dip
7311	6497	1	dip
7311	4891	1	dip
7311	4091	1	dip
7311	4092	1	dip
7311	64750	1	dip
7311	6615	1	dip
7311	6667	1	dip
7311	8878	1	dip
7311	6720	1	dip
7311	10617	1	dip
7311	10963	1	dip
7311	10273	1	dip
7311	6613	1	dip
7311	6612	1	dip
7311	84447	1	dip
7311	23118	1	dip
7311	257397	1	dip
7311	23435	1	dip
7311	9894	1	dip
7311	92610	1	dip
7311	340061	1	dip
7311	7128	1	dip
7311	7124	1	dip
7311	10043	1	dip
7311	9804	1	dip
7311	7153	1	dip
7311	7157	1	dip
7311	8626	1	dip
7311	7161	1	dip
7311	7186	1	dip
7311	7187	1	dip
7311	7189	1	dip
7311	9675	1	dip
7311	7317	1	dip
7311	55236	1	dip
7311	7319	1	dip
7311	7320	1	dip
7311	11065	1	dip
7311	7321	1	dip
7311	7322	1	dip
7311	7323	1	dip
7311	3093	1	dip
7311	7332	1	dip
7311	9246	1	dip
7311	7334	1	dip
7311	7335	1	dip
7311	7337	1	dip
7311	29979	1	dip
7311	29978	1	dip
7311	26043	1	dip
7311	7345	1	dip
7311	51720	1	dip
7311	8408	1	dip
7311	84747	1	dip
7311	9094	1	dip
7311	9958	1	dip
7311	11274	1	dip
7311	27005	1	dip
7311	84749	1	dip
7311	8078	1	dip
7311	7874	1	dip
7311	9101	1	dip
7311	8239	1	dip
7311	7415	1	dip
7311	51028	1	dip
7311	331	1	dip
7311	7507	1	dip
7311	7520	1	dip
7311	7529	1	dip
7311	7532	1	dip
7311	7533	1	dip
7311	10971	1	dip
7311	7534	1	dip
7314	65057	1	dip
7314	11047	1	dip
7314	7965	1	dip
7314	207	1	dip
7314	267	1	dip
7314	118429	1	dip
7314	60489	1	dip
7314	25820	1	dip
7314	8312	1	dip
7314	8313	1	dip
7314	581	1	dip
7314	8915	1	dip
7314	604	1	dip
7314	638	1	dip
7314	329	1	dip
7314	330	1	dip
7314	79444	1	dip
7314	672	1	dip
7314	8945	1	dip
7314	84433	1	dip
7314	868	1	dip
7314	867	1	dip
7314	595	1	dip
7314	915	1	dip
7314	996	1	dip
7314	997	1	dip
7314	8851	1	dip
7314	1026	1	dip
7314	1027	1	dip
7314	1029	1	dip
7314	1080	1	dip
7314	11200	1	dip
7314	51138	1	dip
7314	51185	1	dip
7314	1387	1	dip
7314	1452	1	dip
7314	1499	1	dip
7314	8454	1	dip
7314	8453	1	dip
7314	1642	1	dip
7314	23586	1	dip
7314	27000	1	dip
7314	1786	1	dip
7314	1956	1	dip
7314	2033	1	dip
7314	2059	1	dip
7314	2064	1	dip
7314	2066	1	dip
7314	2081	1	dip
7314	2099	1	dip
7314	2115	1	dip
7314	199990	1	dip
7314	55215	1	dip
7314	54461	1	dip
7314	2744	1	dip
7314	4935	1	dip
7314	2873	1	dip
7314	339942	1	dip
7314	3014	1	dip
7314	9709	1	dip
7314	3077	1	dip
7314	8349	1	dip
7314	92815	1	dip
7314	3191	1	dip
7314	3309	1	dip
7314	3398	1	dip
7314	64135	1	dip
7314	8517	1	dip
7314	10320	1	dip
7314	10989	1	dip
7314	3643	1	dip
7314	51447	1	dip
7314	3659	1	dip
7314	83737	1	dip
7314	3705	1	dip
7314	221037	1	dip
7314	3725	1	dip
7314	3741	1	dip
7314	10661	1	dip
7314	26013	1	dip
7314	26524	1	dip
7314	27040	1	dip
7314	4040	1	dip
7314	120892	1	dip
7314	8491	1	dip
7314	4137	1	dip
7314	4140	1	dip
7314	57506	1	dip
7314	4170	1	dip
7314	9656	1	dip
7314	4193	1	dip
7314	4212	1	dip
7314	9927	1	dip
7314	100507436	1	dip
7314	64112	1	dip
7314	10933	1	dip
7314	9112	1	dip
7314	4084	1	dip
7314	4609	1	dip
7314	4734	1	dip
7314	4780	1	dip
7314	4778	1	dip
7314	4792	1	dip
7314	85409	1	dip
7314	23057	1	dip
7314	4842	1	dip
7314	4843	1	dip
7314	4851	1	dip
7314	9572	1	dip
7314	55611	1	dip
7314	55593	1	dip
7314	79728	1	dip
7314	5111	1	dip
7314	27250	1	dip
7314	5159	1	dip
7314	5830	1	dip
7314	5209	1	dip
7314	5216	1	dip
7314	65018	1	dip
7314	5071	1	dip
7314	5685	1	dip
7314	5687	1	dip
7314	5701	1	dip
7314	5708	1	dip
7314	5710	1	dip
7314	5713	1	dip
7314	5728	1	dip
7314	83452	1	dip
7314	5886	1	dip
7314	10616	1	dip
7314	25898	1	dip
7314	5978	1	dip
7314	55159	1	dip
7314	5997	1	dip
7314	55288	1	dip
7314	8737	1	dip
7314	494470	1	dip
7314	165918	1	dip
7314	6045	1	dip
7314	55072	1	dip
7314	6048	1	dip
7314	9025	1	dip
7314	50484	1	dip
7314	81858	1	dip
7314	6497	1	dip
7314	4891	1	dip
7314	4091	1	dip
7314	4092	1	dip
7314	64750	1	dip
7314	6615	1	dip
7314	6667	1	dip
7314	8878	1	dip
7314	6720	1	dip
7314	10617	1	dip
7314	10963	1	dip
7314	10273	1	dip
7314	6613	1	dip
7314	6612	1	dip
7314	84447	1	dip
7314	23118	1	dip
7314	257397	1	dip
7314	23435	1	dip
7314	9894	1	dip
7314	92610	1	dip
7314	340061	1	dip
7314	7128	1	dip
7314	7124	1	dip
7314	10043	1	dip
7314	9804	1	dip
7314	7153	1	dip
7314	7157	1	dip
7314	8626	1	dip
7314	7161	1	dip
7314	7186	1	dip
7314	7187	1	dip
7314	7189	1	dip
7314	9675	1	dip
7314	7317	1	dip
7314	55236	1	dip
7314	7319	1	dip
7314	7320	1	dip
7314	11065	1	dip
7314	7321	1	dip
7314	7322	1	dip
7314	7323	1	dip
7314	3093	1	dip
7314	7332	1	dip
7314	9246	1	dip
7314	7334	1	dip
7314	7335	1	dip
7314	7337	1	dip
7314	29979	1	dip
7314	29978	1	dip
7314	26043	1	dip
7314	7345	1	dip
7314	7347	1	dip
7314	51720	1	dip
7314	8408	1	dip
7314	84747	1	dip
7314	9094	1	dip
7314	9958	1	dip
7314	11274	1	dip
7314	27005	1	dip
7314	9099	1	dip
7314	84749	1	dip
7314	8078	1	dip
7314	7874	1	dip
7314	9101	1	dip
7314	8239	1	dip
7314	7415	1	dip
7314	51028	1	dip
7314	331	1	dip
7314	7507	1	dip
7314	7520	1	dip
7314	7529	1	dip
7314	7532	1	dip
7314	7533	1	dip
7314	10971	1	dip
7314	7534	1	dip
7316	65057	1	dip
7316	11047	1	dip
7316	7965	1	dip
7316	207	1	dip
7316	267	1	dip
7316	118429	1	dip
7316	60489	1	dip
7316	25820	1	dip
7316	8312	1	dip
7316	8313	1	dip
7316	581	1	dip
7316	8915	1	dip
7316	604	1	dip
7316	638	1	dip
7316	329	1	dip
7316	330	1	dip
7316	79444	1	dip
7316	672	1	dip
7316	8945	1	dip
7316	84433	1	dip
7316	868	1	dip
7316	867	1	dip
7316	595	1	dip
7316	915	1	dip
7316	996	1	dip
7316	997	1	dip
7316	8851	1	dip
7316	1026	1	dip
7316	1027	1	dip
7316	1029	1	dip
7316	1080	1	dip
7316	11200	1	dip
7316	51138	1	dip
7316	51185	1	dip
7316	1387	1	dip
7316	1452	1	dip
7316	1499	1	dip
7316	8454	1	dip
7316	8453	1	dip
7316	1642	1	dip
7316	23586	1	dip
7316	27000	1	dip
7316	1786	1	dip
7316	1956	1	dip
7316	2033	1	dip
7316	2059	1	dip
7316	2064	1	dip
7316	2066	1	dip
7316	2081	1	dip
7316	2099	1	dip
7316	2115	1	dip
7316	199990	1	dip
7316	55215	1	dip
7316	54461	1	dip
7316	2744	1	dip
7316	4935	1	dip
7316	2873	1	dip
7316	339942	1	dip
7316	3014	1	dip
7316	9709	1	dip
7316	3077	1	dip
7316	8349	1	dip
7316	92815	1	dip
7316	3191	1	dip
7316	3309	1	dip
7316	3398	1	dip
7316	64135	1	dip
7316	8517	1	dip
7316	10320	1	dip
7316	10989	1	dip
7316	3643	1	dip
7316	51447	1	dip
7316	3659	1	dip
7316	83737	1	dip
7316	3705	1	dip
7316	221037	1	dip
7316	3725	1	dip
7316	3741	1	dip
7316	10661	1	dip
7316	26013	1	dip
7316	26524	1	dip
7316	27040	1	dip
7316	4040	1	dip
7316	120892	1	dip
7316	8491	1	dip
7316	4137	1	dip
7316	4140	1	dip
7316	57506	1	dip
7316	4170	1	dip
7316	9656	1	dip
7316	4193	1	dip
7316	4212	1	dip
7316	9927	1	dip
7316	100507436	1	dip
7316	64112	1	dip
7316	10933	1	dip
7316	9112	1	dip
7316	4084	1	dip
7316	4609	1	dip
7316	4734	1	dip
7316	4780	1	dip
7316	4778	1	dip
7316	4792	1	dip
7316	85409	1	dip
7316	23057	1	dip
7316	4842	1	dip
7316	4843	1	dip
7316	4851	1	dip
7316	9572	1	dip
7316	55611	1	dip
7316	55593	1	dip
7316	79728	1	dip
7316	5111	1	dip
7316	27250	1	dip
7316	5159	1	dip
7316	5830	1	dip
7316	5209	1	dip
7316	5216	1	dip
7316	65018	1	dip
7316	5071	1	dip
7316	5685	1	dip
7316	5687	1	dip
7316	5701	1	dip
7316	5708	1	dip
7316	5710	1	dip
7316	5713	1	dip
7316	5728	1	dip
7316	83452	1	dip
7316	5886	1	dip
7316	10616	1	dip
7316	25898	1	dip
7316	5978	1	dip
7316	55159	1	dip
7316	5997	1	dip
7316	55288	1	dip
7316	8737	1	dip
7316	494470	1	dip
7316	165918	1	dip
7316	6045	1	dip
7316	55072	1	dip
7316	6048	1	dip
7316	9025	1	dip
7316	50484	1	dip
7316	81858	1	dip
7316	6497	1	dip
7316	4891	1	dip
7316	4091	1	dip
7316	4092	1	dip
7316	64750	1	dip
7316	6615	1	dip
7316	6667	1	dip
7316	8878	1	dip
7316	6720	1	dip
7316	10617	1	dip
7316	10963	1	dip
7316	10273	1	dip
7316	6613	1	dip
7316	6612	1	dip
7316	84447	1	dip
7316	23118	1	dip
7316	257397	1	dip
7316	23435	1	dip
7316	9894	1	dip
7316	92610	1	dip
7316	340061	1	dip
7316	7128	1	dip
7316	7124	1	dip
7316	10043	1	dip
7316	9804	1	dip
7316	7153	1	dip
7316	7157	1	dip
7316	8626	1	dip
7316	7161	1	dip
7316	7186	1	dip
7316	7187	1	dip
7316	7189	1	dip
7316	9675	1	dip
7316	7317	1	dip
7316	55236	1	dip
7316	7319	1	dip
7316	7320	1	dip
7316	11065	1	dip
7316	7321	1	dip
7316	7322	1	dip
7316	7323	1	dip
7316	3093	1	dip
7316	7332	1	dip
7316	9246	1	dip
7316	7334	1	dip
7316	7335	1	dip
7316	7337	1	dip
7316	29979	1	dip
7316	29978	1	dip
7316	26043	1	dip
7316	7345	1	dip
7316	51720	1	dip
7316	8408	1	dip
7316	84747	1	dip
7316	9094	1	dip
7316	9958	1	dip
7316	11274	1	dip
7316	27005	1	dip
7316	84749	1	dip
7316	8078	1	dip
7316	7874	1	dip
7316	9101	1	dip
7316	8239	1	dip
7316	7415	1	dip
7316	51028	1	dip
7316	331	1	dip
7316	7507	1	dip
7316	7520	1	dip
7316	7529	1	dip
7316	7532	1	dip
7316	7533	1	dip
7316	10971	1	dip
7316	7534	1	dip
84747	7529	1	dip
84747	7532	1	dip
84747	7533	1	dip
84747	10971	1	dip
84747	7534	1	dip
84747	9094	1	dip
9094	7529	1	dip
9094	7532	1	dip
9094	7533	1	dip
9094	10971	1	dip
