Entrez_A	Entrez_B	Score	ID
2147	387	6.084499413075172	250
2735	6608	6.084499413075172	18661
604	639	6.082218910376446	24903
3558	7124	6.082218910376446	23550
11200	545	6.082218910376446	27819
3667	6198	6.082218910376446	18055
27113	581	6.07993319509559	10382
1950	2064	6.07993319509559	3905
2099	7325	6.075346031088684	16948
3654	4615	6.073044534100405	17624
5468	7124	6.073044534100405	23833
1000	1499	6.068425588244111	15418
6500	8454	6.066108090103747	25825
2335	3678	6.061456918928017	668
672	7157	6.059123195581797	17448
4609	55294	6.056784013228625	21761
4615	51135	6.052089168924417	17626
5058	5879	6.052089168924417	1411
4088	7046	6.049733455231958	30372
1021	5925	6.049733455231958	19762
5604	5894	6.0473721790462776	7314
356	7124	6.045005314036012	23809
3458	51561	6.042632833682381	24053
4193	7874	6.040254711277414	14748
3725	5599	6.040254711277414	5595
3383	7412	6.037870919922137	28472
3569	3717	6.035481432524756	12628
4908	4916	6.0330862217988015	28182
367	6714	6.0330862217988015	2964
3952	9021	6.0330862217988015	13616
1950	644353	6.023447592961033	3962
1950	6714	6.023447592961033	2702
8976	998	6.021023349349527	4513
598	7157	6.018593214496234	5031
3659	6772	6.016157159698354	9064
2549	5781	6.016157159698354	10218
3717	9021	6.016157159698354	12574
1111	995	6.016157159698354	27875
351	5621	6.013715156042802	28678
2932	324	6.0112671744041615	23028
4092	7040	6.0112671744041615	11331
3717	3952	6.0063531596017325	12607
6868	7124	6.003887067106539	23971
729597	7337	5.996452088619021	27071
8826	998	5.993961427306569	7217
6790	7157	5.991464547107982	17465
2099	8202	5.991464547107982	16972
2475	64798	5.991464547107982	5216
246778	6774	5.988961416889864	9356
2056	6776	5.988961416889864	12253
5187	8914	5.986452005284438	27803
4791	9020	5.986452005284438	28591
2932	6615	5.986452005284438	23101
1398	9564	5.983936280687191	14845
3551	7124	5.981414211254481	17832
107	5137	5.978885764901122	16243
2056	3717	5.976350909297934	12521
2475	7248	5.973809611869261	5316
1026	983	5.966146739123692	20752
2057	3717	5.963579343618446	12020
332	7157	5.963579343618446	17466
2099	6667	5.963579343618446	16848
2099	7157	5.961005339623274	16801
1938	29904	5.961005339623274	16142
183	3569	5.961005339623274	24644
7189	8878	5.961005339623274	28557
6794	92335	5.958424693029782	31582
2668	2674	5.955837369464831	17983
4846	7124	5.955837369464831	18366
183	7040	5.953243334287785	11287
6009	7249	5.950642552587727	25670
7157	7159	5.950642552587727	17263
22943	4040	5.950642552587727	25298
3479	3667	5.948034989180646	15778
1499	8313	5.945420608606575	15347
22974	6790	5.945420608606575	31141
10401	6774	5.945420608606575	9338
208	3630	5.942799375126701	22604
6010	6011	5.940171252720432	31835
30009	3458	5.937536205082426	24037
3559	50943	5.937536205082426	23496
1869	7157	5.932245187448011	17258
4851	54567	5.929589143389895	30630
1499	644353	5.924255797414532	15549
10018	2309	5.924255797414532	22962
1386	3725	5.924255797414532	5559
3630	5770	5.924255797414532	18116
10524	472	5.921578419643816	19262
10379	6772	5.918893854273146	9115
246778	3458	5.916202062607435	24084
3611	3987	5.916202062607435	30384
3146	7097	5.916202062607435	17670
8408	9821	5.91350300563827	31455
7132	8717	5.91350300563827	27367
3569	6347	5.91350300563827	28269
10155	472	5.910796644040527	19216
472	7158	5.908082938168931	19314
6469	6608	5.905361848054571	18655
5925	7157	5.902633333401366	17340
4313	7040	5.902633333401366	10997
1499	8945	5.902633333401366	15348
578	637	5.899897353582492	24850
3791	7424	5.891644211825772	18255
4615	7097	5.891644211825772	17633
4193	6135	5.891644211825772	14738
5137	7124	5.8888779583328805	23856
3725	7124	5.8888779583328805	5641
4318	7040	5.8888779583328805	343
5054	5340	5.886104031450156	548
5366	7157	5.886104031450156	17332
64127	8767	5.883322388488279	28943
3315	9261	5.883322388488279	17041
10419	79084	5.883322388488279	20605
50855	998	5.883322388488279	7939
836	8743	5.877735781779639	10543
1050	1051	5.87493073085203	16614
3717	6772	5.87493073085203	9005
8517	8737	5.872117789475416	17933
841	842	5.872117789475416	26865
112744	3605	5.869296913133774	32013
1649	596	5.869296913133774	12434
7157	836	5.8664680569332965	10588
5371	7157	5.8664680569332965	17333
7186	8737	5.8664680569332965	28012
3552	3553	5.863631175598097	28436
1021	1029	5.857933154483459	21598
2833	4283	5.857933154483459	26403
3091	7422	5.855071922202427	18301
9776	9821	5.855071922202427	31452
1499	2033	5.855071922202427	15441
652	9241	5.855071922202427	29954
3458	8651	5.855071922202427	23330
11200	995	5.8522024797744745	29481
7852	920	5.846438775057725	160
3091	6774	5.846438775057725	9283
644353	867	5.84354441703136	12790
351	7124	5.84354441703136	23870
6714	867	5.84354441703136	2806
472	9656	5.84354441703136	19309
2534	2904	5.84354441703136	2638
4920	7474	5.84354441703136	30940
51720	672	5.840641657373398	19429
2353	8600	5.83773044716594	8506
2151	50855	5.83773044716594	9578
1026	1027	5.83773044716594	20964
3091	5315	5.834810737062605	30557
861	865	5.834810737062605	31351
1600	5649	5.834810737062605	31599
596	6774	5.831882477283517	9208
7187	9020	5.831882477283517	28589
2147	9002	5.828945617610208	261
7015	729597	5.828945617610208	30136
3169	367	5.82600010738045	24713
6885	7124	5.820082930352362	14092
6441	653509	5.820082930352362	17717
4790	4792	5.814130531825066	13293
1956	999	5.811140992976701	3333
7040	7124	5.805134968916488	11251
1499	6934	5.805134968916488	15466
1147	4792	5.805134968916488	17751
5058	998	5.805134968916488	7896
1950	5879	5.802118375377063	1338
3458	3717	5.802118375377063	12626
1111	63967	5.799092654460526	27876
2885	867	5.796057750765372	8727
973	974	5.796057750765372	30973
2547	581	5.796057750765372	10428
7124	7186	5.793013608384144	23853
4312	7076	5.7899601708972535	11962
1019	1027	5.7899601708972535	21547
1234	6348	5.7899601708972535	32056
4217	7186	5.7899601708972535	27740
5595	5604	5.786897381366708	6904
2645	3630	5.783825182329737	22636
2277	2324	5.783825182329737	31751
699	991	5.780743515792329	29172
5829	6714	5.780743515792329	2789
6772	7297	5.777652323222656	9063
3606	7124	5.7745515455444085	23858
5966	5970	5.7745515455444085	27302
2099	3169	5.771441123130016	17006
2064	6714	5.771441123130016	3093
1437	3569	5.768320995793772	10802
23411	4609	5.768320995793772	21704
2264	9965	5.768320995793772	3590
1017	890	5.765191102784844	19847
355	7157	5.762051382780177	17310
1499	6714	5.762051382780177	2847
3552	3554	5.75890177387728	31936
10018	578	5.75890177387728	24856
64781	6609	5.752572638825633	28080
5649	7804	5.752572638825633	31596
5879	8826	5.752572638825633	1348
4040	89780	5.752572638825633	25889
351	836	5.752572638825633	10540
140823	5879	5.749392985908253	1653
4615	7189	5.749392985908253	17636
1956	2099	5.749392985908253	3490
4790	5966	5.749392985908253	13353
27040	5335	5.749392985908253	12929
1500	387	5.746203190540153	1758
10524	7157	5.736572297479192	17431
545	672	5.733341276897746	19390
1003	1499	5.733341276897746	15325
3458	3576	5.733341276897746	3128
148022	7098	5.733341276897746	17981
2833	6373	5.726847747587197	26401
3458	6347	5.726847747587197	24067
8795	8797	5.723585101952381	25571
2885	5781	5.723585101952381	8731
2321	7423	5.723585101952381	18528
3456	3586	5.723585101952381	31390
1956	2069	5.720311776607412	3328
5970	6774	5.720311776607412	9256
5894	5925	5.713732805509369	7539
578	7157	5.713732805509369	17269
7186	8717	5.71042701737487	28034
3265	5894	5.71042701737487	7478
1956	51285	5.71042701737487	3260
8841	9612	5.707110264748875	26517
2335	7448	5.707110264748875	699
25	9564	5.703782474656201	16089
1950	5594	5.703782474656201	3848
2033	8850	5.700443573390687	20320
2099	8648	5.6937321388027	16897
4609	7709	5.6937321388027	21769
64781	7124	5.6937321388027	23844
3458	50943	5.6937321388027	24027
672	83990	5.6937321388027	19471
3569	5970	5.69035945432406	27316
1499	1956	5.69035945432406	3335
2549	2885	5.69035945432406	8714
3458	6775	5.69035945432406	24011
2932	8312	5.683579767338681	23029
387	6093	5.683579767338681	1759
9611	9612	5.683579767338681	26545
1848	5594	5.673323267171493	6592
1950	5335	5.673323267171493	3942
5888	7157	5.66988092298052	17456
11200	993	5.66988092298052	20656
3480	3667	5.66988092298052	15731
387	5747	5.66988092298052	1137
3569	7040	5.66988092298052	11317
5591	64421	5.66988092298052	24331
596	842	5.666426688112432	12368
1452	1499	5.662960480135946	15349
4170	581	5.662960480135946	10394
329	7186	5.662960480135946	28047
1956	3480	5.662960480135946	3352
51719	92335	5.662960480135946	31568
3456	3665	5.659482215759621	31421
324	8312	5.659482215759621	24747
3576	3586	5.659482215759621	3212
3717	5617	5.659482215759621	12600
4908	4914	5.655991810819852	28178
3091	4609	5.652489180268651	21913
5327	5328	5.648974238161206	22201
10848	7157	5.645446897643238	17436
1050	5468	5.645446897643238	20895
387	9181	5.645446897643238	1985
4170	596	5.645446897643238	12289
3553	4792	5.645446897643238	27249
1499	4040	5.641907070938114	15360
207	5170	5.641907070938114	4571
27113	596	5.641907070938114	12292
5591	7157	5.641907070938114	17463
2033	6774	5.638354669333745	9264
11200	672	5.638354669333745	19422
1147	8517	5.638354669333745	17732
30011	867	5.638354669333745	12759
355	836	5.638354669333745	10542
7132	8737	5.638354669333745	27362
1950	999	5.638354669333745	3914
140823	4846	5.634789603169249	18367
4609	6774	5.634789603169249	9346
3553	6347	5.631211781821365	28414
598	6774	5.627621113690637	5005
2335	5747	5.627621113690637	677
4361	472	5.6240175061873385	19299
2690	3717	5.6240175061873385	12640
2289	2908	5.62040086571715	26635
7040	7048	5.62040086571715	11337
183	1906	5.613128106388071	16285
3630	5617	5.613128106388071	22577
2099	3480	5.613128106388071	15744
3717	8651	5.60947179518496	12586
7186	7187	5.60947179518496	28052
472	5591	5.60947179518496	19301
4790	4791	5.60947179518496	13369
5347	6790	5.60947179518496	29267
54205	637	5.60947179518496	24943
11148	3458	5.605802066295998	24112
3684	3689	5.605802066295998	30758
10892	84433	5.602118820879701	28931
2309	7157	5.602118820879701	17374
2064	2066	5.602118820879701	11404
5347	79866	5.598421958998375	29268
1499	3091	5.594711379601839	15476
2932	7157	5.594711379601839	17429
4084	4149	5.594711379601839	27454
4092	64750	5.594711379601839	27619
3065	7157	5.594711379601839	14405
4609	6502	5.594711379601839	21771
6500	6502	5.5909869805108565	25911
3146	3569	5.5909869805108565	17812
3458	3716	5.5909869805108565	18165
1499	595	5.58724865840025	15336
5604	673	5.58724865840025	7164
3553	3557	5.58724865840025	28435
1499	7157	5.583496308781699	15488
23643	929	5.575949103146316	17604
1742	2904	5.575949103146316	31654
4609	596	5.575949103146316	12415
3551	5970	5.575949103146316	17826
1027	387	5.572154032177765	1958
5037	5894	5.572154032177765	7458
7015	7157	5.572154032177765	17551
3458	3596	5.572154032177765	24114
5829	7414	5.572154032177765	15051
356	841	5.564520407322694	24149
4314	4318	5.564520407322694	497
2475	3667	5.560681631015528	5300
3716	3717	5.560681631015528	12624
25898	7157	5.560681631015528	17341
596	7124	5.560681631015528	12341
2475	54541	5.556828061699537	5290
2932	4609	5.556828061699537	21762
4217	7124	5.552959584921617	23966
7157	983	5.552959584921617	17495
3558	3569	5.552959584921617	23574
699	701	5.552959584921617	29169
4086	4089	5.552959584921617	10089
1027	4609	5.552959584921617	21484
1956	5335	5.552959584921617	3364
1026	4193	5.552959584921617	14686
3458	3459	5.545177444479562	24018
7157	8850	5.541263545158426	17376
2309	23410	5.537334267018537	22950
5336	695	5.537334267018537	12484
632	860	5.537334267018537	30580
5599	596	5.53338948872752	6083
2034	7428	5.53338948872752	32102
4170	598	5.53338948872752	5041
3586	9021	5.525452939131784	13645
183	4878	5.521460917862246	24642
5925	595	5.517452896464707	19798
2099	2908	5.5093883366279774	16816
4313	7124	5.5093883366279774	11084
3553	3565	5.5093883366279774	28427
1499	7471	5.5053315359323625	15521
7040	7046	5.501258210544727	11336
387	7124	5.497168225293202	2069
142	596	5.497168225293202	12371
4067	6850	5.493061443340548	13058
6714	999	5.493061443340548	2881
3551	4790	5.493061443340548	13325
1499	7040	5.493061443340548	11301
1869	4609	5.493061443340548	18933
4088	4092	5.493061443340548	27624
4803	7442	5.493061443340548	28177
2475	8611	5.488937726156687	5200
5970	5971	5.488937726156687	27330
1003	6714	5.488937726156687	2849
8717	8737	5.488937726156687	28011
4803	4804	5.488937726156687	28154
161882	2623	5.488937726156687	26459
406	5187	5.488937726156687	27772
1026	6667	5.484796933490655	20978
7329	7341	5.484796933490655	14595
4170	6774	5.484796933490655	9334
3458	3559	5.480638923341991	23477
6773	7297	5.480638923341991	24616
3576	5970	5.480638923341991	3194
5770	6714	5.476463551931511	2842
5770	644353	5.476463551931511	18136
1234	6351	5.472270673671475	32058
1398	25	5.472270673671475	14855
5580	644353	5.468060141135132	2271
3716	6773	5.468060141135132	18194
5468	5743	5.468060141135132	17221
867	9564	5.468060141135132	12730
6280	7099	5.468060141135132	17689
2022	7040	5.468060141135132	11324
1111	983	5.468060141135132	20784
5580	6714	5.468060141135132	2164
1017	993	5.4638318050256105	19989
2735	2736	5.459585514144159	18767
644353	6850	5.459585514144159	24494
3383	3569	5.459585514144159	28290
1437	3458	5.459585514144159	10767
3932	5788	5.459585514144159	13927
1978	3630	5.459585514144159	16771
1647	7157	5.459585514144159	17312
3065	6667	5.459585514144159	14238
2002	6722	5.459585514144159	8314
3684	7124	5.459585514144159	23932
6714	6850	5.459585514144159	2941
5970	7157	5.455321115357702	17576
8717	8772	5.4510384535657	28032
6772	8651	5.44673737166631	9029
3479	7124	5.44673737166631	15757
10413	1499	5.44673737166631	15574
246778	3605	5.442417710521793	32008
1499	5663	5.442417710521793	2425
10856	8607	5.442417710521793	29582
3458	7040	5.438079308923196	11273
5465	5468	5.43372200355424	27681
1062	701	5.43372200355424	31909
